Anti-Malware Logs,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Summary,807 out of exported 807 entries are found and exported.,,,,,,,,,,,
Filter,,,,,,,,,,,,
Time,"2024-11-01 00:00:00 - 2024-12-01 23:59:59
",,,,,,,,,,,
Sort by time,Descending,,,,,,,,,,,
Endpoint,All,,,,,,,,,,,
IP Address,All,,,,,,,,,,,
Event Type,All,,,,,,,,,,,
Status,All,,,,,,,,,,,
Result,,,,,,,,,,,,
No.,Time Detected,Endpoint,IP Address,Type,Threat,Infected File,Time Created ,File MD5,Status,Time Fixed,Engine,Antivirus database version
699,2024-11-01 13:05:03,4F-PC-041,172.22.60.4,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:25,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:06,Sangfor Cloud-Based Antivirus Engine,20241126125034
700,2024-11-01 13:03:46,4F-PC-025,172.22.61.150,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:19,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:22,Sangfor Cloud-Based Antivirus Engine,20241126125034
701,2024-11-01 13:03:11,4F-PC-026,172.22.61.140,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:01,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:31,Sangfor Cloud-Based Antivirus Engine,20241126125034
702,2024-11-01 13:01:53,4F-PC-021,172.22.61.138,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:23,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:21,Gene Analysis Engine,20241126125034
703,2024-11-01 12:58:51,2F-PC-120,172.22.62.142,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-03-14 02:05:16,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:23,Gene Analysis Engine,20241112101856
704,2024-11-01 12:58:48,4F-PC-040,172.22.60.5,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:26,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:18,Gene Analysis Engine,20241126125034
705,2024-11-01 12:57:28,3F-PC-118,172.22.4.102,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:54,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:22,Gene Analysis Engine,20241126125034
706,2024-11-01 12:55:43,3F-PC-084,172.22.64.12,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:14,C112A7B5E5320C16AC6D5BF2D3B63D53,Pending,2024-11-01 12:55:43,Gene Analysis Engine,20241029172851
707,2024-11-01 12:54:30,2F-PC-075,172.22.57.147,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:10,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:31,Gene Analysis Engine,20241126125034
708,2024-11-01 12:53:28,2F-PC-102,172.22.68.108,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:39,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:19,Gene Analysis Engine,20241126125034
709,2024-11-01 12:51:30,2F-PC-202,172.22.58.137,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:48,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:12,Sangfor Cloud-Based Antivirus Engine,20241126125034
710,2024-11-01 12:51:07,2F-PC-226,172.22.58.5,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:33,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:34,Gene Analysis Engine,20241126125034
711,2024-11-01 12:50:38,1F-PC-044,172.22.53.24,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:44,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:33,Sangfor Cloud-Based Antivirus Engine,20241126125034
712,2024-11-01 12:49:55,1F-PC-139,172.22.53.196,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:16,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:21,Gene Analysis Engine,20241116101146
713,2024-11-01 12:49:51,2F-PC-041,172.22.57.203,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:49,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:27,Sangfor Cloud-Based Antivirus Engine,20241126125034
714,2024-11-01 12:48:17,2F-PC-040,172.22.57.189,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:36,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:18,Gene Analysis Engine,20241126125034
715,2024-11-01 12:47:23,hpkkplazaapp,172.22.36.12,Trojan,Trojan.Win32.Save.a,c:\program files\google\chrome\updater.exe,2024-08-16 17:18:26,65E7F6E26F792FA94E8AF5371FD6331A,Pending,2024-11-01 12:47:23,Sangfor Engine Zero,20241029172851
716,2024-11-01 12:46:11,GF-PCP-012,172.22.52.94,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-08-16 15:06:57,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:13,Sangfor Cloud-Based Antivirus Engine,20241126125034
717,2024-11-01 12:46:11,4F-PC-008,172.22.61.194,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:08,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:25,Gene Analysis Engine,20241126125034
718,2024-11-01 12:46:02,4F-PC-007,172.22.61.144,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-08-05 10:41:46,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:20,Sangfor Cloud-Based Antivirus Engine,20241126125034
719,2024-11-01 12:45:17,2F-PC-205,172.22.58.194,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:12,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-11-29 15:37:58,Gene Analysis Engine,20241126125034
720,2024-11-01 12:44:23,4F-PC-005,172.22.61.133,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:21,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:24,Gene Analysis Engine,20241126125034
721,2024-11-01 12:43:33,HASIL,172.22.50.230,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-14 07:34:04,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:27,Gene Analysis Engine,20241126125034
722,2024-11-01 12:42:52,3F-PC-088,172.22.6.22,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:26,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:25,Gene Analysis Engine,20241126125034
723,2024-11-01 12:42:04,1F-PC-205,172.22.54.234,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:47,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:51,Gene Analysis Engine,20241126125034
724,2024-11-01 12:40:27,3F-PC-108,172.22.64.136,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:45,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:27,Gene Analysis Engine,20241126125034
725,2024-11-01 12:39:54,4F-PC-039,172.22.61.196,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:25,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:19,Gene Analysis Engine,20241126125034
726,2024-11-01 12:39:14,2F-PC-177,172.22.57.5,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:49:37,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:20,Sangfor Cloud-Based Antivirus Engine,20241126125034
727,2024-11-01 12:38:55,2F-PC-068,172.22.35.138,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:54,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:33,Sangfor Cloud-Based Antivirus Engine,20241126125034
728,2024-11-01 12:38:11,4F-PC-012,172.22.61.142,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:21,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:30,Gene Analysis Engine,20241126125034
729,2024-11-01 12:37:35,2F-PC-073,172.22.57.192,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:07,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:22,Sangfor Cloud-Based Antivirus Engine,20241126125034
730,2024-11-01 12:37:28,GF-PC-083a,172.22.59.136,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-14 07:34:34,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:44,Gene Analysis Engine,20241126125034
731,2024-11-01 12:36:59,2F-PC-131,172.22.62.38,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:22,Sangfor Cloud-Based Antivirus Engine,20241126125034
732,2024-11-01 12:36:59,2F-PC-044,172.22.57.138,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:50,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:17,Gene Analysis Engine,20241126125034
733,2024-11-01 12:36:46,2F-PC-061,172.22.35.3,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:54,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:12,Sangfor Cloud-Based Antivirus Engine,20241126125034
734,2024-11-01 12:36:29,1F-PC-068,172.22.53.85,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:44,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:31,Gene Analysis Engine,20241126125034
735,2024-11-01 12:36:00,6F-PC-048,172.22.66.73,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-03-14 02:05:20,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:30,Gene Analysis Engine,20241126125034
736,2024-11-01 12:35:58,2F-PC-165,172.22.50.241,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:10,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:28,Gene Analysis Engine,20241126125034
737,2024-11-01 12:35:56,2F-PC-088,172.22.35.18,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:39,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:22,Sangfor Cloud-Based Antivirus Engine,20241126125034
738,2024-11-01 12:35:49,2F-PC-052,172.22.35.6,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:33,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:22,Gene Analysis Engine,20241126125034
739,2024-11-01 12:35:40,2F-PC-229,172.22.58.71,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:13,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:20,Gene Analysis Engine,20241126125034
740,2024-11-01 12:35:31,2F-PC-064,172.22.35.140,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:56,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:14,Sangfor Cloud-Based Antivirus Engine,20241126125034
741,2024-11-01 12:35:10,GF-PC-081,172.22.59.209,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-14 07:33:55,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:53,Gene Analysis Engine,20241126125034
742,2024-11-01 12:34:30,2F-PC-049,172.22.57.133,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:53,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:14,Sangfor Cloud-Based Antivirus Engine,20241126125034
743,2024-11-01 12:34:25,2F-PC-175,172.22.55.66,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:49:36,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:25,Sangfor Cloud-Based Antivirus Engine,20241126125034
744,2024-11-01 12:34:25,2F-PC-069,172.22.35.17,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:08,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:23,Sangfor Cloud-Based Antivirus Engine,20241126125034
745,2024-11-01 12:34:16,1F-PC-196,172.22.54.247,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:39,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:20,Gene Analysis Engine,20241126125034
746,2024-11-01 12:34:13,5F-PC-084,172.22.80.22,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:30,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:18,Gene Analysis Engine,20241126125034
747,2024-11-01 12:34:01,2F-PC-054,172.22.35.134,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:51,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:18,Sangfor Cloud-Based Antivirus Engine,20241126125034
748,2024-11-01 12:33:47,2F-PC-048,172.22.35.139,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:54,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:27,Sangfor Cloud-Based Antivirus Engine,20241126125034
749,2024-11-01 12:33:39,GF-PC-200,172.22.54.33,Trojan,Trojan.Win32.Save.a,c:\program files\google\chrome\updater.exe,2023-08-30 05:31:26,BA416C2377A8DA430F8DE7E982714899,Pending,2024-11-01 12:33:39,Sangfor Engine Zero,20241029172851
750,2024-11-01 12:33:32,2F-PC-056,172.22.35.144,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:52,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:11,Sangfor Cloud-Based Antivirus Engine,20241029172851
751,2024-11-01 12:33:23,2F-PC-065,172.22.35.9,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:54,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:21,Sangfor Cloud-Based Antivirus Engine,20241126125034
752,2024-11-01 12:33:21,1F-PC-045,172.22.53.68,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:45,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:29,Sangfor Cloud-Based Antivirus Engine,20241126125034
753,2024-11-01 12:33:01,2F-PC-050,172.22.35.15,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:50,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:28,Sangfor Cloud-Based Antivirus Engine,20241126125034
754,2024-11-01 12:32:57,ECG-INT1,172.22.25.34,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-14 07:33:12,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:18,Sangfor Cloud-Based Antivirus Engine,20241126125034
755,2024-11-01 12:32:48,4F-PC-032,172.22.61.157,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:26,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:16,Sangfor Cloud-Based Antivirus Engine,20241126125034
756,2024-11-01 12:32:42,GF-PC-048,172.22.52.126,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-13 17:09:06,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:10,Gene Analysis Engine,20241126125034
757,2024-11-01 12:32:29,2F-PC-060,172.22.35.10,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:35,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:30:47,Sangfor Cloud-Based Antivirus Engine,20241126125034
758,2024-11-01 12:32:28,6F-PC-061,172.22.66.8,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:33,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:27,Gene Analysis Engine,20241126125034
759,2024-11-01 12:32:18,2F-PC-055,172.22.35.57,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:51,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:09,Sangfor Cloud-Based Antivirus Engine,20241120110503
760,2024-11-01 12:32:09,2F-PC-094,172.22.35.130,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:38,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:41,Gene Analysis Engine,20241126125034
761,2024-11-01 12:31:41,2F-PC-111,172.22.68.121,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:52,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:18,Sangfor Cloud-Based Antivirus Engine,20241126125034
762,2024-11-01 12:31:16,JPP-PC-ZAINI,172.22.50.198,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:49:39,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:19,Gene Analysis Engine,20241126125034
763,2024-11-01 12:31:12,3F-PC-026,172.22.63.16,Others,Suspicious.Win32.Save.a,c:\users\lib\desktop\pdfedit.exe,2022-12-07 10:27:13,F915181700513D98DE4E76F8FE8758E7,Pending,2024-11-01 12:31:12,Sangfor Engine Zero,20241029172851
764,2024-11-01 12:31:00,2F-NB-005,172.22.0.68,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:49:29,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:20,Gene Analysis Engine,20241126125034
765,2024-11-01 12:30:47,5FB-NB-002,172.22.12.209,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-13 08:42:29,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:41,Sangfor Cloud-Based Antivirus Engine,20241126125034
766,2024-11-01 12:30:30,2F-PC-118,172.22.62.18,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-14 07:33:02,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:39,Gene Analysis Engine,20241126125034
767,2024-11-01 12:30:28,5F-PC-080,172.22.80.154,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:49:37,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:31,Gene Analysis Engine,20241126125034
768,2024-11-01 12:30:24,4F-PC-037,172.22.61.156,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-14 07:33:36,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:16,Gene Analysis Engine,20241126125034
769,2024-11-01 12:30:20,2F-PC-186,172.22.57.69,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-14 07:33:46,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:08,Sangfor Cloud-Based Antivirus Engine,20241126125034
770,2024-11-01 12:30:12,2F-PC-058,172.22.57.139,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:35,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:10,Sangfor Cloud-Based Antivirus Engine,20241126125034
771,2024-11-01 12:30:12,5F-PC-029,172.22.80.23,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:28,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:19,Gene Analysis Engine,20241126125034
772,2024-11-01 12:30:01,4F-NB-008,172.22.2.197,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-08-16 09:23:18,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:25,Sangfor Cloud-Based Antivirus Engine,20241126125034
773,2024-11-01 12:29:59,hpkkplazaarc,172.22.36.14,Trojan,Trojan.Win32.Save.a,c:\windows\temp\onedrive.exe,2023-08-31 07:05:07,08B5889AF26C2C16AC90F99F5B36481C,Pending,2024-11-01 12:29:59,Sangfor Engine Zero,20241029172851
774,2024-11-01 12:29:59,hpkkplazaarc,172.22.36.14,Trojan,Trojan.Win32.Save.a,c:\program files\google\chrome\updater.exe,2023-08-31 07:06:19,E943443660965C93A2CA426BF840AE6C,Pending,2024-11-01 12:29:59,Sangfor Engine Zero,20241029172851
775,2024-11-01 12:29:59,hpkkplazaarc,172.22.36.14,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 06:53:50,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:23,Gene Analysis Engine,20241126125034
776,2024-11-01 12:29:55,2F-PC-146,172.22.57.3,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:11,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:23,Gene Analysis Engine,20241126125034
777,2024-11-01 12:29:38,2F-PCP-012,172.22.62.127,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-08-16 15:06:44,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:11,Sangfor Cloud-Based Antivirus Engine,20241126125034
778,2024-11-01 12:29:31,GF-NB-002,172.22.14.88,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-08-16 09:21:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:29,Sangfor Cloud-Based Antivirus Engine,20241126125034
779,2024-11-01 12:29:24,5F-PC-114,172.22.80.29,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:30,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:13,Gene Analysis Engine,20241120110503
